id,include_in_analysis,exclusion_crit,is_RR,support,support_binary,is_replication,,hypothesis_quote,result_quote,hyp_from_fulltext,result_from_fulltext,N,doi,title,authors,year,journal,abstract,keywords,coding_round,combining_coding_notes,uses_AS_coding,coded_by_MS,support_orig_MS,support_revised_MS,evaluation_certainty_MS,hypothesis_MS,hypothesis_introduction_MS,finding_MS,conclusion_MS,hypothesis_from_fulltext_MS,result_from_fulltext_MS,fulltext_available_MS,is_replication_old_MS,is_original_old_MS,time_spent_MS,individual_coding_notes_MS,coded_by_AS,support_orig_AS,support_revised_AS,evaluation_certainty_AS,hypothesis_AS,hypothesis_introduction_AS,finding_AS,conclusion_AS,hypothesis_from_fulltext_AS,result_from_fulltext_AS,fulltext_available_AS,is_replication_old_AS,is_original_old_AS,time_spent_AS,individual_coding_notes_AS,is_replication_new_combining_notes,is_replication_new_coded_by_AS,is_replication_new_AS,replic_notes_AS,is_replication_new_coded_by_DL,is_replication_new_DL,replic_notes_DL,is_replication_special_issue,hypothesis_intro_contains_replic
39,1,,1,no support,0,0,,"""Our primary aim is to test if size of postures (expanded v. contracted) cause differences in size and content of self-concept. Given that self-expansion has been shown to result from increased positively valenced self-concept content (Mattingly et al., 2014; McIntyre et al., 2014), we hypothesize that expanded postures will activate more meaningful self-concept content and yield relatively greater positive self-concept size.""","""To finally begin the direct tests of our pre-registered hypotheses, we 
 tested the hypothesis that participants who were assigned to hold 
 expanded (vs. contracted) bodily postures would have higher self-concept
  size. Data for the four self-concept size measures were standardized to
  z-scores and then summed to create a composite self-concept size score.
  An independent samples t-test revealed no significant differ-ences 
 between contracted and expanded postures on this composite, t(126) = 
 –0.59, p = .56, 95% CI[–0.29, 0.15]); including sexual orientation as a 
 covariate did not change the findings (final model: assigned posture, 
 F(1, 125) = 0.77, p = .38, η2 partial = .006)"" AND ""Taken together, we did notfind compelling support that randomly assigned posture affects self-concept size.""",1,1,65,10.1080/23743603.2017.1341178,Does that pose become you? Testing the effect of body postures on self-concept,"Jackson, Benita; Nault, Kelly; Smart Richman, Laura; LaBelle, Onawa; Rohleder, Nicolas",2017,Comprehensive Results in Social Psychology,"© 2017, © 2017 European Association of Social Psychology. Self-concept expansion predicts a range of adaptive outcomes. An intriguing possible cause of self-concept expansion is the posing of one’s body expansively, that is, “power posing.” In Study 1 (N = 65), we found that body expansion had an effect, of moderate magnitude (d = 0.58), on self-concept size in college women as measured by the Twenty Statements Test. Participants who were randomly assigned to hold expanded poses (vs. contracted)–under the guise of a cover story about holding different body positions to test the accuracy of wireless electrodes–wrote significantly more self-statements than those who assumed contracted positions. In pre-registered Study 2 we tested whether this finding was replicable and extended this research by aiming to characterize the process by which it occurred. One hundred and twenty-eight women students were randomly assigned to hold either expanded or contracted postures. They completed surveys measuring two general classes of potential mediators (“broaden-and-build” and “narrow-and-disrupt”), body self-objectification as a moderator, and four indices of self-concept size. Posture was not found to affect self-concept size, nor was it moderated by self-objectification. Though there was no effect on self-expansion, in exploratory analyses, assigned posture affected one of the broaden-and-build measures: psychological flexibility. Results of Study 2 could indicate that a mere two minutes of holding an expanded versus contracted body posture is not enough to induce changes in self-concept size; lack of main effects could in addition be due to a range of unmeasured confounders and/or the fragile and transient nature of the effect.","nonverbal, Posture, psychological flexibility, self-concept, self-objectification",1,"Disagreement, AS changed [is original] status. MS could not access the full text and could not code the paper from the abstract alone, therefore AS' coding was used.",1,1,missing,,4,,,,,0,0,0,1,1,0:04:00,"The paper does not state its hypothesis, only a summary of the topic and the results of the studies that were performed. Results only show effect size, not the results of a hypothesis test. The paper performs two studies, the second study being a replication of their first study.",1,no support,no support,,"Our primary aim is to test if size of postures (expanded v. contracted) cause differences in size and content of self-concept. Given that self-expansion has been shown to result from increased positively valenced self-concept content (Mattingly et al., 2014; McIntyre et al., 2014), we hypothesize that expanded postures will activate more meaningful self-concept content and yield relatively greater positive self-concept size.",we hypothesize,"To finally begin the direct tests of our pre-registered hypotheses, we tested the hypothesis that participants who were assigned to hold expanded (vs. contracted) bodily postures would have higher self-concept size. Data for the four self-concept size measures were standardized to z-scores and then summed to create a composite self-concept size score. An independent samples t-test revealed no significant differ-ences between contracted and expanded postures on this composite, t(126) = –0.59, p = .56, 95% CI[–0.29, 0.15]); including sexual orientation as a covariate did not change the findings (final model: assigned posture, F(1, 125) = 0.77, p = .38, η2 partial = .006)","Taken together, we did notfind compelling support that randomly assigned posture affects self-concept size.",1,1,1,1,1,0:14:00,"Hypothesis is stated just before Study 1, which is a non-registered pilot, thus its result was not coded. Study 2 is a pre-registered replication of Study 1, therefore its result was taken as the main finding to inform the hypothesis.",,1,0,"Study 1 is an unregistered pilot, i.e. Study 2 was coded. Study 2 is a direct replication of Study 1, but thus counts as an internal replication and not a direct replication of previously published work",0,,,0,0
42,1,,1,no support,0,0,,"""The current study presents a rigorous, preregistered test of four hypotheses related to the WPR and the account provided by the Ratcliff diffusion model. First, we test the existence of the WPR. Second, we test the prediction that the WPR is larger for difficult than for easy trials in a simple RT task. Third, we test the prediction that the diffusion model drift rate parameter correlates with WMC. Fourth, we test the prediction that the correlation between drift rate and WMC is higher for difficult trials than for easy trials from the perceptual RT task""","""The results show strong evidence against Hypothesis 1a that stipulates a
  negative β 1 for the easy items ( BF01=64.3) and strong evidence 
 against Hypothesis 1b that stipulates a negative β 1 for the hard items (
  BF01=222)."" AND ""Our preregistered analysis revealed strong evidence against the worst performance rule, for both easy and hard items (i.e., Hypotheses 1a and 1b).""",1,1,916,10.3758/s13414-017-1304-y,A test of the diffusion model explanation for the worst performance rule using preregistration and blinding,"Dutilh, Gilles; Vandekerckhove, Joachim; Ly, Alexander; Matzke, Dora; Pedroni, Andreas; Frey, Renato; Rieskamp, Jörg; Wagenmakers, Eric-Jan",2017,"Attention, Perception, and Psychophysics","© 2017, The Author(s).People with higher IQ scores also tend to perform better on elementary cognitive-perceptual tasks, such as deciding quickly whether an arrow points to the left or the right Jensen (2006). The worst performance rule (WPR) finesses this relation by stating that the association between IQ and elementary-task performance is most pronounced when this performance is summarized by people’s slowest responses. Previous research has shown that the WPR can be accounted for in the Ratcliff diffusion model by assuming that the same ability parameter—drift rate—mediates performance in both elementary tasks and higher-level cognitive tasks. Here we aim to test four qualitative predictions concerning the WPR and its diffusion model explanation in terms of drift rate. In the first stage, the diffusion model was fit to data from 916 participants completing a perceptual two-choice task; crucially, the fitting happened after randomly shuffling the key variable, i.e., each participant’s score on a working memory capacity test. In the second stage, after all modeling decisions were made, the key variable was unshuffled and the adequacy of the predictions was evaluated by means of confirmatory Bayesian hypothesis tests. By temporarily withholding the mapping of the key predictor, we retain flexibility for proper modeling of the data (e.g., outlier exclusion) while preventing biases from unduly influencing the results. Our results provide evidence against the WPR and suggest that it may be less robust and less ubiquitous than is commonly believed.","Intelligence, Predictions, Preregistration, Response time model",1,,0,1,no support,no support,5,"""The current study presents a rigorous, preregistered test of four hypotheses related to the WPR and the account provided by the Ratcliff diffusion model. First, we test the existence of the WPR. Second, we test the prediction that the WPR is larger for difficult than for easy trials in a simple RT task. Third, we test the prediction that the diffusion model drift rate parameter correlates with WMC. Fourth, we test the prediction that the correlation between drift rate and WMC is higher for difficult trials than for easy trials from the perceptual RT task""",we test,"""The results show strong evidence against Hypothesis 1a that stipulates a negative β 1 for the easy items ( BF01=64.3) and strong evidence against Hypothesis 1b that stipulates a negative β 1 for the hard items ( BF01=222).""","""Our preregistered analysis revealed strong evidence against the worst performance rule, for both easy and hard items (i.e., Hypotheses 1a and 1b).""",1,1,1,0,1,0:10:00,,0,,,,,,,,,,,,,,,,1,0,,1,0,,0,0
47,1,,1,no support,0,0,,"""we hypothesized that when ostracism is observed in an out-group, the sources (i.e. the ostracizing group members) will be evaluated more negatively than the target (i.e. the ostracized individual), as the exclusion will be perceived as a violation of social norms. ""","""Results of an online experiment (N = 398) revealed that group membership influenced neither the attribution of responsibility nor the general evaluation of the ostracism sources and targets. Regardless of group membership, participants attributed responsibility for ostracism more to the sources than to the targets and rated targets as more likable""",0,0,442,10.1080/23743603.2017.1358477,When “We” or “They” exclude others: attributing and evaluating ostracism observed in in-groups and out-groups,"Arpin, Sarah Noel; Froehlich, Laura; Lantian, Anthony; Rudert, Selma Carolin; Stelter, Marleen",2017,Comprehensive Results in Social Psychology,"© 2017, © 2017 European Association of Social Psychology. Ostracism is a common social occurrence with severe psychological and behavioral consequences. Whereas many studies have focused on the perspective of ostracized individuals, our research explores observers’ perceptions of another’s ostracism, when the reason for ostracism is unclear. We investigated whether group membership affects observers’ causal attributions and evaluations of observed ostracism. Based on previous research and theory (Black Sheep Effect Ultimate Attribution Error), we hypothesized that when ostracism is observed in an out-group, the sources (i.e. the ostracizing group members) will be evaluated more negatively than the target (i.e. the ostracized individual), as the exclusion will be perceived as a violation of social norms. However, when ostracism is observed in the in-group, we hypothesized that observers would evaluate targets more negatively than the sources of ostracism. We further assumed that an intergroup bias in evaluation would be mediated by in-group-serving causal attributions. Results of an online experiment (N = 398) revealed that group membership influenced neither the attribution of responsibility nor the general evaluation of the ostracism sources and targets. Regardless of group membership, participants attributed responsibility for ostracism more to the sources than to the targets and rated targets as more likable. Though questions regarding the influence of group membership on observed ostracism remain open, the current study provided further insight into the impact of attributions on evaluation of ostracism sources and targets.","Black Sheep Effect, intergroup attribution, Ostracism, subjective group dynamics, ultimate attribution error",0,"From RR pilot; [is replication, is original work and from full text] variables updated on 13-01-19",0,1,no support,no support,,"""we hypothesized that when ostracism is observed in an out-group, the sources (i.e. the ostracizing group members) will be evaluated more negatively than the target (i.e. the ostracized individual), as the exclusion will be perceived as a violation of social norms. """,we hypothesized,"""Results of an online experiment (N = 398) revealed that group membership influenced neither the attribution of responsibility nor the general evaluation of the ostracism sources and targets. Regardless of group membership, participants attributed responsibility for ostracism more to the sources than to the targets and rated targets as more likable""",,0,0,0,0,1,0:06:25,The link is the fully updated version of this paper. Full text is not available,1,no support,no support,,"we hypothesized that when ostracism is observed in an out-group, the sources (i.e. the ostracizing group members) will be evaluated more negatively than the target (i.e. the ostracized individual), as the exclusion will be perceived as a violation of social norms. However, when ostracism is observed in the in-group, we hypothesized that observers would evaluate targets more negatively than the sources of ostracism.",we hypothesized,,Results of an online experiment (N= 398) revealed that group membership influenced neither the attribution of responsibility nor the general evaluation of the ostracism sources and targets.,0,0,0,0,1,0:05:30,,,1,0,,0,,,0,0
49,1,,1,no support,0,0,,"""Hypothesis 1 (H1):
 People who play with a supportive teammate will be more likely to expect that teammate to provide subsequent prosocial behaviors than those who play with an unsupportive teammate.""","""We found that neither coplayer supportiveness nor game difficulty had an effect on the expectations of a teammate’s prosocial behavior or one’s own prosocial behavior toward the teammate after the game""",1,0,115,10.1027/1864-1105/a000209,"“Drive the Lane; Together, Hard!”: An Examination of the Effects of Supportive Coplaying and Task Difficulty on Prosocial Behavior","Breuer, Johannes; Velez, John; Bowman, Nicholas; Wulf, Tim; Bente, Gary",2017,Journal of Media Psychology,"© 2017 Hogrefe Publishing. As an entertainment technology, video games are a popular social activity that can allow for multiple players to cooperatively engage on-screen challenges. Emerging research has found that when people play together, the resulting teamwork can have beneficial impacts on their prosocial orientations after gameplay - especially when the players are cooperative with one another. The present study wanted to expand the scope of these beneficial interpersonal effects by considering both inter- and intrapersonal factors. In an experimental study (N = 115) we manipulated the difficulty of a game (easy or hard) and the behavior of a confederate teammate (supportive or unsupportive playing style). We found that neither coplayer supportiveness nor game difficulty had an effect on the expectations of a teammate's prosocial behavior or one's own prosocial behavior toward the teammate after the game (operationalized as willingness to share small amounts of money with one's teammate after playing). Increased expectations of prosocial behavior from one's teammate were related to one's own prosocial behaviors, independent of our manipulations. Considering these results, we propose alternative theoretical approaches to understanding complex social interactions in video games. Furthermore, we suggest to explore other types of manipulations of game difficulty and cooperation between video game players as well as alternative measures of prosocial behavior.","Challenge, Prosocial behavior, Reciprocity, Social play, Video games",1,,0,1,no support,no support,4,"""Hypothesis 1 (H1):
 People who play with a supportive teammate will be more likely to expect that teammate to provide subsequent prosocial behaviors than those who play with an unsupportive teammate.""",Hypothesis 1 (H1),"""We found that neither coplayer supportiveness nor game difficulty had an effect on the expectations of a teammate’s prosocial behavior or one’s own prosocial behavior toward the teammate after the game""",,1,0,1,0,1,0:06:00,"hypothesis is only explicitly clearly stated in full text, finding is given clear enough in abstract",0,,,,,,,,,,,,,,,,1,0,explicitly conceptual/extension,1,0,,0,0
51,1,,1,no support,0,0,,"""We tested whether power poses are effective when an individual knows their consequences by directly manipulating awareness of the function of power poses.""","""We found no evidence for the overall effect of power poses or an interaction with awareness on both traditional measures of power and a more ecologically valid assessment.""",0,0,94,10.1080/23743603.2017.1341186,Meeting your inner super(wo)man: are power poses effective when taught?,"Keller, Victor N.; Johnson, David J.; Harder, Jenna A.",2017,Comprehensive Results in Social Psychology,"© 2017, © 2017 European Association of Social Psychology. Researchers have argued that power poses are an effective way for individuals to empower themselves to achieve personal goals. However, in laboratory studies, individuals are often unaware of the function of the poses; in real-world settings, participants must know the function of the pose in order to deliberately use it. We tested whether power poses are effective when an individual knows their consequences by directly manipulating awareness of the function of power poses. We found no evidence for the overall effect of power poses or an interaction with awareness on both traditional measures of power and a more ecologically valid assessment. Our results suggest the benefits of using power poses outside laboratory settings are limited.","embodiment, external validity, Power poses",1,,0,1,no support,no support,5,"""We tested whether power poses are effective when an individual knows their consequences by directly manipulating awareness of the function of power poses.""",we tested whether,"""We found no evidence for the overall effect of power poses or an interaction with awareness on both traditional measures of power and a more ecologically valid assessment.""",,0,0,0,0,1,0:05:00,"The hypothesis does not contain a prediction. Although it is not directly stated, this study examines a research topic (power poses) of which the paper itself states that previous research on this topic exists. The experiment appears to be an extension on what is already known, therefore this paper could perhaps be considered to be a conceptual replication of some sort?",0,,,,,,,,,,,,,,,,1,0,,0,,,0,0
52,1,,1,no support,0,0,,"""In this preregis-tered study we tested the hypothesis that people anchor on the outcome ofa small initial study, reducing the impact of a larger subsequent study thatcontradicts the initial result. ""","""Contrary to our expectation, undergraduates and academics displayed a recency bias, anchoring their judgment on the research outcome presented last. """,0,0,298,10.1027/1618-3169/a000402,Do Researchers Anchor their Beliefs on the Outcome of an Initial Study? Testing the Time-Reversal Heuristic,"Ernst, Anja; Hoekstra, Rink; Wagenmakers, Eric-Jan; Gelman, Andrew; Ravenzwaaij, Don van",2018,Experimental Psychology,"© 2018 Hogrefe Publishing.As a research field expands, scientists have to update their knowledge and integrate the outcomes of a sequence of studies. However, such integrative judgments are generally known to fall victim to a primacy bias where people anchor their judgments on the initial information. In this preregistered study we tested the hypothesis that people anchor on the outcome of a small initial study, reducing the impact of a larger subsequent study that contradicts the initial result. Contrary to our expectation, undergraduates and academics displayed a recency bias, anchoring their judgment on the research outcome presented last. This recency bias is due to the fact that unsuccessful replications decreased trust in an effect more than did unsuccessful initial experiments. We recommend the time-reversal heuristic to account for temporal order effects during integration of research results.","anchoring, primacy effect, recency effect, researcher's anchoring effect",0,"From RR pilot; [is replication, is original work and from full text] variables updated on 13-01-19",0,1,no support,no support,,"""In this preregis-tered study we tested the hypothesis that people anchor on the outcome ofa small initial study, reducing the impact of a larger subsequent study thatcontradicts the initial result. """,we tested the hypothesis,"""Contrary to our expectation, undergraduates and academics displayed a recency bias, anchoring their judgment on the research outcome presented last. """,,0,0,1,0,1,0:03:52,"The link points to the pre-registered version of the paper. The final published paper is available at [https://econtent.hogrefe.com/doi/pdf/10.1027/1618-3169/a000402], but full text is not available on this webpage. Time spent does not include searching for an updated version.",1,no support,no support,,"In this preregistered study we tested the hypothesis that people anchor on the outcome of a small initial study, reducing the impact of a larger subsequent study that contradicts the initial result.",tested the hypothesis,,"Contrary to our expectation, undergraduates and academics displayed a recency bias, anchoring their judgment on the research outcome presented last.",0,0,1,0,1,0:02:20,coded published manuscript https://econtent.hogrefe.com/doi/abs/10.1027/1618-3169/a000402?journalCode=zea,,1,0,,0,,,0,0
62,1,,1,no support,0,0,,"""Does volunteering causally improve well-being? To empirically test this question, we examined one instantiation of volunteering that is common at post-secondary institutions across North America: community service learning (CSL)""","""Using Bayesian statistics, and comparing a null model to a model specifying a small to moderate benefit of CSL participation, we found conclusive evidence in support of the null model. These findings diverge from previous correlational research in this area by providing no evidence for the causal benefits of volunteering on SWB""",0,0,Paywal,10.1080/23743603.2016.1273647,Does volunteering improve well-being?,"Whillans, Ashley V.; Seider, Scott C.; Chen, Lihan; Dwyer, Ryan J.; Novick, Sarah; Gramigna, Kathryn J.; Mitchell, Brittany A.; Savalei, Victoria; Dickerson, Sally S.; Dunn, Elizabeth W.",2016,Comprehensive Results in Social Psychology,"© 2017, © 2017 European Association of Social Psychology.Does volunteering causally improve well-being? To empirically test this question, we examined one instantiation of volunteering that is common at post-secondary institutions across North America: community service learning (CSL). CSL is a form of experiential learning that combines volunteer work with intentional learning goals and active reflection. We partnered with an academic program that randomly assigns interested students to participate in a CSL program or to a wait-list. As part of this CSL program, students are required to engage in 10–12 h of formal volunteering each week in addition to completing related coursework. To assess the well-being benefits of formal volunteering through CSL participation, we examined the subjective well-being (SWB) of students from both groups over a six-month period. Using Bayesian statistics, and comparing a null model to a model specifying a small to moderate benefit of CSL participation, we found conclusive evidence in support of the null model. These findings diverge from previous correlational research in this area by providing no evidence for the causal benefits of volunteering on SWB. These findings highlight the critical importance of using experimental methodology to establish the causal benefits of volunteer work, such as the experiences provided by CSL programs, on SWB.","Bayesian statistics, college students, education, Prosocial behavior, well-being",1,,0,1,no support,no support,5,"""Does volunteering causally improve well-being? To empirically test this question, we examined one instantiation of volunteering that is common at post-secondary institutions across North America: community service learning (CSL)""",to empirically test,,"""Using Bayesian statistics, and comparing a null model to a model specifying a small to moderate benefit of CSL participation, we found conclusive evidence in support of the null model. These findings diverge from previous correlational research in this area by providing no evidence for the causal benefits of volunteering on SWB""",0,0,0,0,1,0:03:00,,0,,,,,,,,,,,,,,,,1,0,,0,,,0,0
68,1,,1,no support,0,0,,"Concerning duration in the posture, we made the confirmatory predication that participants would engage in postures that are counter-stereotypical with respect to their own gender for shorter durations (e.g. Dovidio et al., 1988). Thus, male participants would engage in low-power postures for shorter durations than high-power postures, and female participants would engage in high-power postures for shorter durations than low-power postures.","We predicted a two-way interaction, with male participants expected to enact low-power postures for less time than high-power postures and female participants expected to enact high-power postures for less time than low-power postures. We did not find evidence for this interaction, F(1,90) = 0.58, p = .449, ηp2 = .01.",1,1,95,10.1080/23743603.2016.1248079,Could a woman be superman? Gender and the embodiment of power postures,"Bailey, April H.; LaFrance, Marianne; Dovidio, John F.",2017,Comprehensive Results in Social Psychology,"© 2017, © 2017 European Association of Social Psychology. Physical postures can instill a sense of power in the self as well as communicate power to others. Recent work indicates that a target’s gender interferes with the rapid identification of power postures; men in low-power postures and women in high-power postures slow viewers’ identification. We hypothesized that how long people enact low and high-power postures will vary as a function of their own gender and the gender of the person modeling the posture. We presented male and female participants with images of male and female models in low and high-power postures and asked them to enact the postures for an unspecific duration. We measured enacted duration, risky behavior, and felt power. The preregistered hypothesis that posture condition and participant gender would interact was not supported. Instead, overall, participants enacted the high-power postures longer than the low-power posture. Supporting the preregistered hypothesis that target gender would interact with posture condition and participant gender, only male participants’ time in the postures was sensitive to posture and model gender combinations. Consistent with theories proposing greater rigidity of male gender roles, male participants enacted the low-power postures for the least amount of time when duplicating a female model in a low-power posture. Finally, we did not strongly replicate prior work, but found some support that enacting high-power postures led to riskier behavior and more felt power for some aspects of the sample in exploratory analyses.","Gender, norms, pose, posture, power",1,"Disagreement, MS changed support status and replication status",1,1,partial support,no support,2,""" We hypothesized that how long people enact low and high-power postures will vary as a function of their own gender and the gender of the person modeling the posture. """,we hypothesized,,""" The preregistered hypothesis that posture condition and participant gender would interact was not supported."" AND ""Supporting the preregistered hypothesis that target gender would interact with posture condition and participant gender, only male participants’ time in the postures was sensitive to posture and model gender combinations""",0,0,0,1,1,0:08:00,The paper states that regarding a different claim than the coded hypothesis they did not strongly replicate prior work.,1,no support,no support,,"Concerning duration in the posture, we made the confirmatory predication that participants would engage in postures that are counter-stereotypical with respect to their own gender for shorter durations (e.g. Dovidio et al., 1988). Thus, male participants would engage in low-power postures for shorter durations than high-power postures, and female participants would engage in high-power postures for shorter durations than low-power postures.",we made the confirmatory predication,"We predicted a two-way interaction, with male participants expected to enact low-power postures for less time than high-power postures and female participants expected to enact high-power postures for less time than low-power postures. We did not find evidence for this interaction, F(1,90) = 0.58, p = .449, ηp2 = .01.",,1,1,1,1,1,0:10:00,"The abstract puts all hypotheses into one blanket sentence that does not allow to discern what exactly the individual hypotheses are and particularly not which one was tested first. The first (precisely stated) hypothesis in the text matches the first conclusion that is reported in the abstract (""The preregistered hypothesis that posture condition and
  participant gender would interact was not supported. ""), but I copied the conclusion from the results section to be consistent.","Agreed to use AS' coding (no replication -- contains replication, but not first hypothesis)",1,0,,1,1,,0,0
80,1,,1,no support,0,0,,"""This theory predicts that foreknowledge should reduce the deviation effect, but should have no effect on the changing-state effect.""","""The present study provides a direct test of the predicted dissociation, and provides clear evidence against the hypothesis that foreknowledge selectively benefits performance in the deviation condition, but has no effect on the changing-state conditions.""",0,1,92,10.1027/1618-3169/a000372,The Effect of Cognitive Control on Different Types of Auditory Distraction: A Preregistered Study,"Bell, Raoul; Röer, Jan P.; Marsh, John E.; Storch, Dunja; Buchner, Axel",2017,Experimental Psychology,"© 2017 Hogrefe Publishing.Deviant as well as changing auditory distractors interfere with short-term memory. According to the duplex model of auditory distraction, the deviation effect is caused by a shift of attention while the changing-state effect is due to obligatory order processing. This theory predicts that foreknowledge should reduce the deviation effect, but should have no effect on the changing-state effect. We compared the effect of foreknowledge on the two phenomena directly within the same experiment. In a pilot study, specific foreknowledge was impotent in reducing either the changing-state effect or the deviation effect, but it reduced disruption by sentential speech, suggesting that the effects of foreknowledge on auditory distraction may increase with the complexity of the stimulus material. Given the unexpected nature of this finding, we tested whether the same finding would be obtained in (a) a direct preregistered replication in Germany and (b) an additional replication with translated stimulus materials in Sweden.","Attentional capture, Cross-modal distraction, Interference control, Top-down control, Working memory",0,"From RR pilot; [is replication, is original work and from full text] variables updated on 13-01-19; the study replictes its own pilot experiment, therefore coded as being a replication. AS had access to full text, so her coding was used.",1,1,partial support,,,"""Deviant as well as changing auditory distractors interfere with short-term memory. According to the duplex model of auditory distraction, the deviation effect is caused by a shift of attention while the changing-state effect is due to obligatory order processing. This theory predicts that foreknowledge should reduce the deviation effect, but should have no effect on the changing-state effect. We compared the effect of foreknowledge on the two phenomena directly within the same experiment. """,,""" In a pilot study, specific foreknowledge was impotent in reducing either the changing-state effect or the deviation effect, but it reduced disruption by sentential speech, suggesting that the effects of foreknowledge on auditory distraction may increase with the complexity of the stimulus material""",,0,0,0,1,1,0:08:51,"The paper's website does not indicate that an updated version of the paper exists. Full text is not available. The hypothesis consists of two effects that foreknowledge should have. Only one of these effects is found in the data as it was hypothesized, therefore it was classified as partial support.",1,no support,no support,,"This theory predicts that foreknowledge should reduce the deviation effect, but should have no effect on the changing-state effect.",This theory predicts that,,"The present study provides a direct test of the predicted dissociation, and provides clear evidence against the hypothesis that foreknowledge selectively benefits performance in the deviation condition, but has no effect on the changing-state conditions.",0,1,1,1,1,0:11:40,,,1,0,"The first preregistered study in this RR is a direct replication of a pilot study reported in the same paper. Therefore it is an internal replication, not a direct replication of previously published work.",0,,,0,0
25,0,no hypotheses,1,exclude,,0,,,,,,120,10.1098/rsos.160935,Subliminal influence on preferences? A test of evaluative conditioning for brief visual conditioned stimuli using auditory unconditioned stimuli,"Heycke, Tobias; Aust, Frederik; Stahl, Christoph",2017,Royal Society Open Science,,,1,,1,1,partial support,exclude,2,"""The present set of experiments test a crucial prediction to adjudicate between these two theories: Dual-process theory postulates that evaluative conditioning can occur without awareness of the contingency between conditioned stimulus (CS) and unconditioned stimulus (US); in contrast, singleprocess propositional theory postulates that EC requires CS-US contingency awareness"" [too general, from abstract] AND ""The first experiment tested if we can observe a cross-modal EC effect with CSs presented for 1000 ms as well as with CSs presented for 17 ms, while strictly assessing CS visibility during the learning phase."" [from full text].",the … set of experiments test a … prediction,""" Across two experiments, we
 consistently found an EC effect for CSs presented for 1000 ms and consistently failed to find an EC effect for briefly presented
 CSs."" [from abstract]","""Our results indicate that the order of our dependent variables may have affected participants’ evaluative ratings of the CSs (note though that the statistical evidence was ambiguous): Only when participants evaluated CSs before choosing between them did we find an EC effect for stimuli presented
  for 1000 ms. Yet, irrespective of the order of dependent variables, we observed no EC effect for CSs
  presented for 17 ms, despite the fact that they were clearly identified better than chance.""",1,1,1,0,1,0:10:00,"The paper does not state that it is a replication, but the first experiment is used to further investigate previous research",1,excluded (theory comparison),exclude,,"The present set of experiments test a crucial prediction to adjudicate between these two theories: Dual-process theory postulates that evaluative conditioning can occur without awareness of the contingency between conditioned stimulus (CS) and unconditioned stimulus (US); in contrast, single-process propositional theory postulates that EC requires CS-US contingency awareness.",,"Across two experiments, we consistently found an EC effect for CSs presented for 1000 ms and consistently failed to find an EC effect for briefly presented CSs. In a third pre-registered experiment, we again found evidence for an EC effect with CSs presented for 1000 ms, and we found some indication for an EC effect for CSs presented for 20 ms.",,0,0,1,0,1,0:03:00,"Cannot be coded: The aim of the study is to compare two theories, therefore ""support"" vs ""no support"" does not apply.",Agreed to use DL's coding (no replication -- internal),1,1,,1,0,,0,0
